Código,Título,Publicação,Caderno,Página,Tamanho,Assunto,Resumo,Tipologia,Tipologia_Editorial,Política_Externa,G_x_N,Norte__Sul,Sul__Sul,Negociações,Atitude,Univers_x_Reg,Estados_Unidos,China,Argentina,Venezuela,Bolivia,Cuba,União_Européia,Índia,Irã,Palestina,Rússia,África_do_Sul,África,Ásia,Oriente_Médio,África_Portuguesa,Protagonismo,OMC,ONU,G20,FMI,Banco_Mundial,OEA,IBAS,BRICS,BASIC,Mercosul,Unasul,CELAC,Reformas,Controle_do_Comércio_de_Armas,Natureza_da_Negociação,Regime_de_Mudança_Climática,Desenvolvimento_Sustentável,TNP,Negociações_com_o_Irã,Ministério,Ministro,Presidencial
FSP 15.06.25 (3),O que esperar de Dilma em Washington?,Mercado,Primeiro Caderno,23,3502,Relações Brasil - EUA,"Visita aos EUA oportuna em momento de deterioração econômica. Muito a ouvir: empresas americanas pedem abertura comercial, guerra fiscal. Brasil não participa das negociações do TPP. Agenda de abertura tem pela primeira vez chance de avançar.",4,2,2,1,1,9,2,1,1,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,0
FSP 15.06.26 (1),Presidente vai procurar Condoleezza mais uma vez,Mundo,Primeiro Caderno,12,2742,Relações Brasil - EUA,Spektor afirma que há a necessidade de duas personalidades fortes liderarem as negociações Brasil-EUA. Afirma que Condoleezza Rice tem esse papel pelo lado dos EUA e que presidente deve procurá-la.,4,2,1,1,1,9,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
FSP 15.06.27 (1),"Com papel de diplomata, Levy faz a América",Mundo,Primeiro Caderno,17,2966,Relações Brasil - EUA,"Visita aos EUA tem o propósito de sinalizar que Brasil reverterá crise política, inclusive nos Ministérios, e econômica, apesar de haver otimistas e outros nem tanto. Ministro Levy com sua autoridade para política externa articula a agenda.",4,2,0,1,1,9,2,1,1,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,0
FSP 15.06.27 (2),EUA vão liderar acordos comerciais,Mercado,Primeiro Caderno,30,3245,Relações Brasil - EUA,"Aprovação da nova TPA pelo Congresso americano é relevante para a política comercial global. Permite a conclusão do TPP, acordo amplo e profundo. Integração de países em cadeia global e convergência regulatória. Brasil: erro privilegiar parceir",4,2,2,1,1,2,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9
FSP 15.06.28 (1),Viagem por outro rumo,Opinião,Primeiro Caderno,2,2313,Relações Brasil - EUA,"Visita de Dilma aos EUA tem dupla significância: retomada de laços pós espionagem, período em que o Brasil tornou-se espectador dos acontecimentos no continente; e restauração da confiança externa sobre a economia brasileira, EUA importante par",4,1,1,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,0,9,0
FSP 15.06.29 (1),Delação no Brasil foi sentida como golpe nos termos originais da visita,Mundo,Primeiro Caderno,8,2788,Relações Brasil - EUA,Visita rápida e improvisada de Dilma aos EUA teve termos originais fortemente atingidos com a delação de Ricardo Pessoa. Restauração da imagem demandará tempo e investimento. Engajamento pessoal de Dilma é importante. Visita é início de longo p,4,2,1,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,0,9,2
FSP 15.06.30 (2),Investidores de NY questionam se país ainda é “emergente”,Mundo,Primeiro Caderno,8,2802,Relações Brasil - EUA,Troyjo diz que retomada de diálogo com EUA é importante e muda o pessimismo com relação às inconsistências políticas e econômicas do Brasil. Afirma que burocracia e o sucateamento das instituições afastam empresas tecnológicas.,4,2,1,1,1,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,0
FSP 15.07.01 (2),No jogo da popularidade Obama marca 5 a 1,Mundo,Primeiro Caderno,8,2719,Relações Brasil - EUA,"Sérgio Dávila compara as popularidades de Dilma e Obama, dizendo que a primeira é bem menor que a segunda. Diz que o real motivo da visita de Dilma aos EUA é descongelar as relações do que ter avanços bilaterais concretos.",4,2,1,1,1,9,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,1,9,9,9,9,0
FSP 15.07.02 (1),Compromisso de Brasil e EUA com o clima é menor do que parece,Mundo,Primeiro Caderno,10,3565,Relações Brasil - EUA,Viola afirma que declaração assinada por EUA e Brasil é mais limitada do que parece. Não fica claro o quão profunda será a cooperação dos dois países em investimentos de inovação. Diz que a visita é relevante mas no campo do clima acrescenta po,4,2,2,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,1,9,9,9,9,2
FSP 15.07.02 (2),Dilma nos EUA,Mercado,Primeiro Caderno,17,3501,Relações Brasil - EUA,Baumgarten afirma que população brasileira não vê vantagens mútuas de um comércio entre Brasil e EUA. Diz que se governo tivesse ensaiado a aproximação com EUA poderia ter tido avanços na questão do visto. Por fim diz que presidente tem slogans,4,2,2,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,2,9,2
FSP 15.07.04 (1),Laços reatados,Opinião,Primeiro Caderno,2,2768,Relações Brasil - EUA,"Editorial diz que viagem de Dilma aos EUA foi importante para reestabelecer comunicação, mas que acordos não foram significativos. Destaca a questão ambiental na qual o Brasil frustrou expectativas dos EUA e pela qual perdeu chance de agir como",4,1,2,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,1,9,9,9,9,2
FSP 15.07.04 (2),Parceria sobre o clima tem muito a evoluir,Especial EUA-Brasil,Primeiro Caderno,2,3512,Relações Brasil - EUA,Leite diz que parceria sobre clima entre Brasil e EUA enfrenta sérias dificuldades porque países têm posições e atitudes muito díspares sobre a matéria. Afirma que Dilma tem amarras e má vontade para alinhar o país às políticas avançadas no tem,4,2,2,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,1,9,9,9,9,2
FSP 15.07.05 (1),Dilma virou a página e não voltará a demonstrar ira,Mundo,Primeiro Caderno,14,1938,Relações Brasil - EUA,"Rossi afirma que a reação do Brasil às espionagens dos EUA nunca mais se repetirá. Isso porque a política externa brasileira passa a privilegiar aliados tradicionais, como os EUA. Diz que brasileiros confiam na política internacional de Obama.",4,2,1,9,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
FSP 15.09.14 (2),"A crise, vista de Washington",Mundo,Primeiro Caderno,11,3103,Relações Brasil - EUA,"Na visão americana, diz Clóvis Rossi, crise funciona como distração para o desafio de produzir resultados em uma relação bilateral atualmente boa. Reaproximação pós espionagem. Crise gera oportunidades para empresas americanas. BR é parceria es",4,2,0,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
OG 15.04.14 (1),"Na Cúpula das Américas, uma oportunidade perdida",Opinião,Primeiro,14,2724,Relações Brasil - EUA,"Apesar do governo brasileiro ter demonstrado superação ao choque da espionagem, o BR não atuou como líder regional na mediação entre VEN e EUA. Ao invés, Dilma criticou as sanções dos EUA e não dirigiu nenhuma palavra sobre os DHs na VEN.",1,1,2,1,1,2,3,1,1,1,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,0,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,2
OG 15.04.18 (1),Entre o populismo e a liberdade,Opinião,Primeiro,21,3480,Relações Brasil - EUA,O prefeito de Manaus critica o companheirismo de Dilma ao abraçar a visão política autoritária dos vizinhos e da prática retrógada de dar costas aos EUA.,1,2,2,9,1,2,3,9,9,1,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
OG 15.05.26 (1),Dilma nos EUA,Opinião,Primeiro,17,3091,Relações Brasil - EUA,"Com a retomada da agenda com os EUA, a iniciativa mais importante é a negociação do acordo de salvaguarda tecnológica que permitiria ao gov br levar adiante o programa espacial. Dilma deveria mencionar o interesse do BR no acesso as tecnologias",1,2,0,1,1,9,1,1,1,1,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,0
OG 15.06.03 (1),Operação Casa Branca,Mundo,Primeiro,28,4261,Relações Brasil - EUA,"A visita de Dilma à Casa Branca representou a superação do longo malestar entre os dois presidentes. Ao restabelecer boas relações com os EUA, o BR procura passar sua visão para os investidores internacionais. OS EUA querem o BR como aliado em",1,2,0,1,1,9,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,0
OG 15.06.26 (1),Acordos comerciais dos EUA pressionam Brasil,Opinião,Primeiro,14,2704,Relações Brasil - EUA,"O sistema fasttrack, aprovado pelo senado norteamericano, não é uma boa notícia para o BR. Enquanto o mundo se reinventa em tratados multiaterais vantajosos,o BR fica imobilizado no Mercosul devido à ideologia, resultando em isolamento político",1,1,2,1,9,2,3,9,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,9,9,9
OG 15.07.02 (1),Reaproximação com EUA é oportunidade para o Brasil,Opinião,Primeiro,18,2866,Relações Brasil - EUA,"Em visita oficial a Obama, o comprometimento do BR em zerar o desmatamento sugere avanços na cúpula do clima. A reaproximação com os EUA nos deixará mais perto do Nafta. A PE amarrada ao Mercosul prejudica os exportadores brasileiros.",1,1,1,1,1,2,1,1,1,1,0,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,0
OG 15.07.14 (1),Dilma nos Estados Unidos,Opinião,Primeiro,15,3007,Relações Brasil - EUA,"A visita da presidente aos EUA pode ser considerada um êxito relativo, pois não representou uma mudança na PEB. O acordo de salvaguardas tecnológicas, de grande interesse do gov, não foi discutido por restrições ideológicas do PT.",1,2,2,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,0,0,0
VLR 15-01-26 (1),Pragmatismo com os EUA,VLR,A,2,5760,Relações Brasil - EUA,"",3,2,0,1,1,9,3,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
VLR 15-02-02 (1),Empresários de olho na viagem aos EUA,VLR,A,2,5707,Relações Brasil - EUA,"",3,2,1,1,1,9,3,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9
VLR 15-04-27 (1),Expectativa de mais comércio com os EUA,VLR,A,2,6094,Relações Brasil - EUA,"",3,2,1,1,1,9,3,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,0,9,9,9,9,1,9,9,9,9,9,9,9
VLR 15-06-12 (3),A cordialidade como moeda,VLR,B,10,14741,Relações Brasil - EUA,Visita de Dilma aos EUA,3,2,0,1,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,0
VLR 15-01-05 (1),Agenda de Brasil e EUA inclui Venezuela,VLR,A,2,5401,Relações Brasil - EUA,"",3,2,1,1,1,1,3,1,1,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9
ESP 15-01-06 (1),O reatamento Washington-Havana,ESP,A,2,5784,Relações Brasil - EUA - Cuba,"",2,2,1,1,1,9,1,1,1,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9
FSP 15.02.25 (1),1+2=3,Mundo,Primeiro Caderno,10,3048,Relações Brasil - EUA - Cuba,"Sweig afirma que a paz social na Venezuela pode ser atingida com interferência do Brasil e de Cuba. Diz que EUA não pode exigir nada de Havana, mas que tanto Cuba como Brasil teriam seus interesses nessa ação. Sugere um encontro entre Brasil, C",4,2,0,1,1,1,2,1,1,1,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,0,9,9,9,9,0,9,9,9,9,9,9,9,9,0,0,9
OG 15.03.15 (1),Saindo do armário,Mundo,Primeiro,42,4881,Relações Brasil - EUA - Cuba,"O BR teve participação na negociação de reatamento das relações entre EUA e Cuba. Como intermediária, Dilma recebeu telefonemas de Raul e Obama.",1,2,0,1,9,9,9,1,1,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
FSP 15.08.28 (1),"Brasil brilhante, Índia incrível",Opinião,Primeiro Caderno,3,3533,Relações Brasil - Índia,"O embaixador da India no Brasil afirma que as nações ainda estão pouco conectadas e informadas entre si. Há oportunidades para fomentar parcerias e aumentar o crescimento. Defesa, medicina, segurança energética e alimentar são alguns temas.",4,2,2,1,9,1,1,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,1,1,1,9,9,9,9,9,1,9,9,9,9,1,9,9
ESP 15-01-20 (1),Diplomacia por impulso,ESP,A,3,3862,Relações Brasil - Indonésia,"",2,1,2,1,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
FSP 15.01.24 (2),Pena Medieval,Opinião,Primeiro Caderno,2,2537,Relações Brasil - Indonésia,Editorial critica a existência da pena de morte na Indonésia e afirma que a presidência fez bem em pedir clemência ao Estado indonésio.,4,1,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1
FSP 15.01.24 (3),Pelotão de fuzilamento,Poder,Primeiro Caderno,7,3951,Relações Brasil - Indonésia,"Magnoli critica o posicionamento ambíguo do governo brasileiro com relação aos direitos humanos usando como ilustração o fuzilamento do brasileiro na Indonésia, os atentados em Paris e a condenação de blogueiros na Arábia Saudita, por exemplo.",4,2,2,9,9,9,1,9,9,9,9,9,2,9,2,1,9,9,9,9,9,9,2,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2
FSP 15.05.02 (1),"A perfeição, segundo Widodo",Poder,Primeiro Caderno,6,3945,Relações Brasil - Indonésia,Magnoli afirma que a pena de morte na Indonésia é uma conveniência política e que o Brasil precisa entender isso. Fala sobre a nota do Itamaraty condenando a execução do brasileiro e sua intenção de batalhar pela sua abolição em organismos inte,4,2,1,1,9,9,3,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1
OG 15.01.21 (1),Autonomia,País,Primeiro,5,502,Relações Brasil - Indonésia,O pedido de Dilma pela extradição do brasileiro condenado à morte na Indonésio é uma afronta à soberania daquele país.,1,1,0,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
ESP 15-04-20 (1),O programa nuclear do Irã,ESP,A,2,6045,Relações Brasil - Irã,"",2,2,2,1,9,9,1,9,1,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,0,9,9,9
FSP 15.04.04 (1),"Quando o Brasil não foi ""anão diplomático""",Mundo,Primeiro Caderno,8,2675,Relações Brasil - Irã,"Rossi afirma que se o acordo de 2010 entre Irã, Brasil e Turquia tivesse sido usado como base para a negociação entre Irã e potências, o recente acordo teria sido mais fácil. Ressalta o sucesso do Brasil em 2010 e lamenta o tratamento do Brasil",4,2,1,1,2,1,2,1,1,2,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,1,9,9
FSP 15.04.26 (2),Dilma Rousseff e o recuo no Irã,Tendências e Debates,Primeiro Cderno,3,3954,Relações Brasil - Irã,"Ebadi critica nova abstenção do Brasil (a primeira em 2010) dessa vez relativa à permanência de um relator especial de direitos humanos no país, e diz que Dilma mudou seu discurso. Diz que espera que o Brasil cumpra promessa de pressionar gover",4,2,2,9,9,1,1,1,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,2,9,2
FSP 15.05.17 (2),"Novo acordo é melhor que o do Brasil, afirma iraniano",Mundo,Primeiro Caderno,15,3442,Relações Brasil - Irã,"Embaixador do Irã no Brasil, Mohammad Ali Ghanezadeh afirma que acordo entre Irã, Turquia e Brasil de 2010 não pode ser aproveitado porque beneficiava mais países ocidentais. Diz que Brasil pode ajudar na negociação e comemora abstenção do Bras",4,2,0,9,9,1,3,9,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,1,9,9
FSP 15.07.15 (1),Amorim vê 'grão de areia' brasileiro em acordo nuclear com o Irã,Mundo,Primeiro Caderno,12,2859,Relações Brasil - Irã,"Importância do papel do Brasil para o acordo nuclear com o Irã, que volta a integrar a comunidade global e representa um ponto crucial para equilíbrio regional.",4,2,0,9,9,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9
ESP 15-12-30 (1),Grosseria como diplomacia,ESP,A,3,3960,Relações Brasil - Israel,"Governo brasileiro não aceita diplomata israelense ligado a assentamentos na Cisjordania, por violar principios do país",2,1,1,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9
FSP 15.03.04 (1),"Para Israel, Irã é ameaça maior que EI, diz ministro",Mundo,Primeiro Caderno,10,4241,Relações Brasil - Israel,Ministro de Segurança Pública de Israel afirma que foi um erro de um diplomata israelense chamar o Brasil de diplomacia anã e diz que as relações dos dois países são fortes e podem melhorar,4,2,0,9,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
FSP 15.09.23 (2),Indicação de Dayan pode ser ensaio de tese de Estado único,Mundo,Primeiro Caderno,14,2674,Relações Brasil - Israel,Rossi diz que Brasil está numa situação delicada involuntariamente: impedir Dayan de se torna embaixador de Israel no Brasil se insere em contexto complexo. Líder dos colonos judeus não é indicação feliz dado repúdio brasileiro aos assentamento,4,2,0,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9
FSP 15.12.25 (1),"Defesa é dependente de Israel, diz Amorim",Mundo,Primeiro Caderno,6,2939,Relações Brasil - Israel,"Brasil posterga aprovação do novo embaixador israelense, líder de políticas de assentamentos às quais BR se opõe. Celso Amorim: Forças Armadas do BR precisam reduzir sua dependência de Israel, exportação de tecnologia como fator de pressão não",4,2,2,9,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,1,9,9
OG 15.12.29 (1),Sem diplomacia,Mundo,Primeiro,22,640,Relações Brasil - Israel,"Dado a partidarização da PEB, o país corre o risco de se isolar e passa pela crise diplmática com Israel. O influenciado Itamaraty demonstra não gostar da indicação do novo embaixador israelense deteriorando as relações.",1,1,2,9,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9
OG 15.12.30 (1),Brasil e Israel: voltemos à diplomacia,Opinião,Primeiro,19,2535,Relações Brasil - Israel,A indicação de Dani Dayan para embaixador de Israel no BR é questionado por Dayan ser líder dos colonos das ocupações. O BR é contrário às anexações dos territórios palestinos. Passaram-se 4 meses e o Itamaraty  ainda não deu o agrément.,1,2,0,9,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9
ESP 15-09-20 (1),120 anos de Brasil e Japão,ESP,A,2,5656,Relações Brasil - Japão,"120 anos do tratado de amizade, comércio e navegação entre Brasil e Japão, importancia da imigração",2,2,1,1,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-03-10 (1),Acordo tímido com o México,ESP,A,3,3949,Relações Brasil - México,"",2,1,2,1,1,2,3,1,1,1,9,2,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,0,9,9,9,9,1,9,9,9,9,9,9,2
ESP 15-05-28 (1),"Brasil, México e os erros de Lula",ESP,A,2,3903,Relações Brasil - México,"Acordo comercial entre Brasil e México, no ambito das relações comerciais na América",2,2,1,1,9,9,2,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,9,9,9
FSP 15.05.24 (1),Queremos novo impulso à relação com o Brasil,Mundo,Primeiro Caderno,14,5083,Relações Brasil - México,"Em entrevista, Peña Nieto, presidente do México, afirma que crescimento do setor automobilístico no país será benéfico ao Brasil. Espera durante a visita de Dilma ao México tratar de temas como fomento ao turismo e intercâmbio acadêmico e comer",4,2,1,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,1
FSP 15.05.28 (1),Brasil e México precisam susperar desdém mútuo para crescer,Mundo,Primeiro Caderno,15,5282,Relações Brasil - México,"Lezama afirma que Brasil e México se autossabotam. Afirma que o relacionamento entre os dois é quase inexistente, mas que juntos, em um bloco, por exemplo, poderiam influenciar a cena internacional.",4,2,0,1,9,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
OG 15.05.28 (1),Negociações com o México mostram caminho a seguir,Opinião,Primeiro,18,2754,Relações Brasil - México,"As transações comerciais entre BR e MEX estão bem aquém do potencial. O BR apostou suas fichas na evolução do Mercosul, mas encontra-se paralisado devido as crises ARG e VEN. As negoc bilaterais com o MEX são bons exemplos de novos caminhos.",1,1,0,1,9,1,1,1,1,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,9,9,0
ESP 15-11-14 (1),A soberba brasileira em relação ao Paraguai,ESP,A,2,5738,Relações Brasil - Paraguai,Necessidade de mudança do pensamento brasileiro sobre o Paraguai,2,2,2,1,9,2,1,1,1,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,2
ESP 15-07-25 (1),Brasil amplia investimentos no Reino Unido,ESP,A,6,3394,Relações Brasil - Reino Unido,Presença de empresas brasileiras no Reino Unido,2,2,1,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,1,9,9
ESP 15-03-12 (1),O papelão da UNASUL,ESP,A,3,3971,Relações Brasil - Venezuela,"",2,1,2,1,1,2,1,9,1,0,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,9,9,9,9,2,9,0,9,9,9,9,9,9,9,9,2
FSP 15.02.21 (1),Depotismo maduro,Opinião,Primeiro Caderno,2,2781,Relações Brasil - Venezuela,"Editorial critica o silêncio do Brasil e do Mercosul diante das ações autoritárias do governo venezuelano (prisão do prefeito de Caracas, por exemplo). Diz que tal atitude passa uma ideia de cumplicidade e aceitação diante das violações que oco",4,1,2,9,9,9,2,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,2,9,9
FSP 15.02.21 (3),"Com nova prisão, Venezuela continua humilhando a diplomacia brasileira",Mundo,Primeiro Caderno,10,2519,Relações Brasil - Venezuela,Rossi critica a omissão do governo brasileiro frente aos abusos do governo venezuelano (prisões arbitrárias). Diz que a contínua tentativa da Unasul em ser mediadora entre o governo Venezuelano e a oposição só legitima essa violência em vez de,4,2,2,1,9,9,2,9,2,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,2,9,9
FSP 15.02.24 (1),Venezuela que o Itamaraty não vê,Mundo,Primeiro Caderno,11,3093,Relações Brasil - Venezuela,Rossi critica a omissão do governo brasileiro com relação às ações da Venezuela contra a oposição no país. Ele exemplifica ações de repúdios proferidas pela Colômbia e pelo secretário da OEA,4,2,2,9,9,9,1,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,2,9,9
FSP 15.02.26 (1),Diálogo com balas não dá,Mundo,Primeiro Caderno,11,3103,Relações Brasil - Venezuela,"Rossi afirma que o Itamaraty tem boa proposta de diálogo com a Venezuela a fim de ajudar o país a sair da crise econômica, mas que primeiramente há a necessidade de garantir que a oposição no país possa atuar livremente sem ser atacada pelo gov",4,2,2,9,9,9,1,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9
FSP 15.03.02 (1),Nota madura,Opinião,Primeiro Caderno,2,2253,Relações Brasil - Venezuela,Editorial afirma a importância da nota do Itamaraty condenando perseguições a opositores na Venezuela. Afrima que o próximo passo seria pressionar o governo venezuelano a assegurar que as eleições parlamentares sejam livres e democráticas.,4,1,1,9,9,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2
